iter	RMSE
396	12.28794189
397	12.26157191
398	12.2428024
399	12.23231247
400	12.21459114
401	12.20211322
402	12.20022673
403	12.17545099
404	12.15721505
405	12.14185669
406	12.11802345
407	12.10171667
408	12.08102173
409	12.05346234
410	12.03670335
411	12.01895887
412	12.00953539
413	11.99477468
414	11.98110829
415	11.9627592
416	11.95124349
417	11.93675358
418	11.92064254
419	11.88842054
420	11.8672758
421	11.85397994
422	11.84097194
423	11.83003174
424	11.81356509
425	11.79665909
426	11.78320948
427	11.76569004
428	11.74995935
429	11.74195499
430	11.74120035
431	11.72091572
432	11.71985179
433	11.70593584
434	11.68541491
435	11.66135671
436	11.64652266
437	11.6295279
438	11.6071579
439	11.59768672
440	11.5741235
441	11.5659996
442	11.55583515
443	11.53110091
444	11.5226876
445	11.50572109
446	11.48349801
447	11.46675987
448	11.45142011
449	11.43365338
450	11.42335051
451	11.41213039
452	11.393198
453	11.38400537
454	11.36476269
455	11.34835276
456	11.33782087
457	11.33623819
458	11.32644648
459	11.31124799
460	11.3041961
461	11.28998572
462	11.27881215
463	11.27229248
464	11.265151
465	11.25754254
466	11.23553303
467	11.22062716
468	11.20758522
469	11.19507183
470	11.17323032
471	11.1583446
472	11.14733434
473	11.1377889
474	11.11819111
475	11.09815848
476	11.08069056
477	11.0683494
478	11.05294946
479	11.03068332
480	11.02278356
481	11.00578716
482	11.00207228
483	10.99730316
484	10.98453992
485	10.95867848
486	10.94735652
487	10.93816976
488	10.91533264
489	10.90730219
490	10.89035138
491	10.87413915
492	10.86101862
493	10.84798833
494	10.83517084
495	10.81996665
496	10.80387661
497	10.78269948
498	10.77415369
499	10.75474023
