iter	Passed	Remaining
136	7734	20492
137	7786	20425
138	7839	20358
139	7889	20287
140	7943	20223
141	7993	20152
142	8045	20085
143	8097	20018
144	8150	19955
145	8202	19889
146	8255	19825
147	8307	19757
148	8360	19695
149	8412	19629
150	8467	19570
151	8520	19506
152	8576	19451
153	8633	19396
154	8692	19348
155	8746	19286
156	8797	19220
157	8848	19153
158	8901	19091
159	8955	19031
160	9009	18969
161	9065	18913
162	9120	18856
163	9173	18795
164	9228	18735
165	9281	18674
166	9335	18615
167	9394	18565
168	9445	18499
169	9494	18429
170	9544	18363
171	9593	18294
172	9644	18229
173	9697	18168
174	9754	18115
175	9805	18050
176	9854	17983
177	9903	17915
178	9956	17855
179	10010	17797
180	10063	17736
181	10114	17672
182	10164	17607
183	10216	17546
184	10269	17486
185	10324	17428
186	10381	17375
187	10434	17316
188	10485	17254
189	10533	17186
190	10590	17132
191	10642	17073
192	10699	17019
193	10756	16966
194	10814	16914
195	10866	16854
196	10920	16795
197	10972	16736
198	11025	16677
199	11082	16624
200	11136	16566
201	11189	16507
202	11240	16445
203	11293	16387
204	11344	16325
205	11397	16266
206	11449	16207
207	11502	16148
208	11553	16086
209	11603	16023
210	11653	15961
211	11705	15901
212	11759	15844
213	11816	15791
214	11870	15735
215	11924	15678
216	11973	15614
217	12025	15555
218	12076	15495
219	12127	15435
220	12179	15375
221	12229	15314
222	12280	15254
223	12331	15194
224	12382	15134
225	12434	15075
226	12485	15015
227	12537	14957
228	12590	14899
229	12640	14838
230	12690	14778
231	12742	14719
232	12793	14660
233	12848	14605
234	12898	14544
235	12953	14490
236	13002	14428
237	13051	14367
238	13107	14314
239	13165	14262
240	13224	14212
241	13276	14154
242	13326	14094
243	13382	14040
244	13445	13994
245	13496	13934
246	13544	13873
247	13596	13815
248	13646	13756
249	13702	13702
250	13754	13644
251	13810	13591
252	13872	13543
253	13929	13490
254	13984	13435
255	14036	13378
256	14087	13320
257	14138	13261
258	14191	13204
259	14242	13147
260	14292	13087
261	14341	13027
262	14391	12969
263	14444	12912
264	14505	12863
265	14563	12811
266	14616	12754
267	14669	12698
268	14724	12644
269	14776	12587
270	14832	12533
271	14883	12476
272	14940	12423
273	14992	12365
274	15044	12309
275	15096	12251
276	15149	12196
277	15203	12141
278	15259	12087
279	15310	12030
280	15362	11972
281	15416	11918
282	15476	11867
283	15544	11822
284	15595	11765
285	15651	11711
286	15704	11655
287	15751	11595
288	15804	11538
289	15855	11481
290	15909	11426
291	15969	11375
292	16020	11318
293	16074	11263
294	16136	11213
295	16199	11164
296	16249	11106
297	16300	11049
298	16355	10994
299	16413	10942
300	16465	10885
301	16518	10829
302	16569	10772
303	16621	10716
304	16677	10662
305	16730	10606
306	16789	10554
307	16846	10501
308	16899	10446
309	16951	10389
310	17003	10333
311	17059	10279
312	17114	10225
313	17173	10172
314	17237	10123
315	17289	10067
316	17339	10009
317	17394	9955
318	17447	9899
319	17505	9846
320	17564	9794
321	17623	9742
322	17683	9690
323	17738	9635
324	17794	9581
325	17852	9528
326	17906	9473
327	17968	9422
328	18025	9368
329	18080	9314
330	18140	9261
331	18199	9209
332	18257	9156
333	18314	9102
334	18383	9054
335	18442	9001
336	18498	8947
337	18553	8892
338	18614	8840
339	18673	8787
340	18736	8736
341	18794	8682
342	18853	8629
343	18908	8574
344	18967	8521
345	19022	8466
346	19075	8410
347	19130	8355
348	19183	8299
349	19243	8247
350	19302	8193
351	19360	8140
352	19420	8087
353	19484	8035
354	19541	7981
355	19602	7929
356	19663	7876
357	19721	7822
358	19774	7766
359	19826	7710
360	19871	7651
361	19916	7592
362	19958	7532
363	20005	7474
364	20048	7415
365	20091	7356
366	20135	7297
367	20175	7237
368	20218	7177
369	20260	7118
370	20302	7059
371	20343	6999
372	20385	6940
373	20426	6881
374	20478	6826
375	20530	6770
376	20583	6715
377	20636	6660
378	20689	6605
379	20743	6550
380	20799	6496
381	20853	6441
382	20908	6387
383	20963	6332
384	21015	6277
385	21066	6221
386	21118	6166
387	21172	6111
388	21228	6057
389	21289	6004
390	21345	5950
391	21397	5895
392	21451	5840
393	21503	5785
394	21555	5729
395	21607	5674
396	21661	5619
397	21721	5566
398	21773	5511
399	21825	5456
400	21877	5401
401	21929	5346
402	21980	5290
403	22034	5235
404	22096	5183
405	22150	5128
406	22207	5074
407	22259	5019
408	22311	4964
409	22362	4908
410	22417	4854
411	22469	4799
412	22525	4744
413	22604	4695
414	22656	4640
415	22710	4585
416	22763	4530
417	22822	4477
418	22873	4421
419	22930	4367
420	22985	4313
421	23037	4258
422	23091	4203
423	23143	4148
424	23199	4094
425	23252	4039
426	23303	3983
427	23356	3929
428	23412	3874
429	23468	3820
430	23519	3765
431	23570	3710
432	23620	3654
433	23681	3601
434	23739	3547
435	23790	3492
436	23842	3437
437	23893	3382
438	23944	3327
439	23994	3272
440	24047	3217
441	24100	3162
442	24152	3107
443	24206	3053
444	24258	2998
445	24314	2943
446	24369	2889
447	24422	2834
448	24475	2780
449	24529	2725
450	24580	2670
451	24636	2616
452	24689	2561
453	24744	2507
454	24799	2452
455	24852	2398
456	24904	2343
457	24956	2288
458	25014	2234
459	25071	2180
460	25126	2125
461	25177	2070
462	25228	2016
463	25281	1961
464	25331	1906
465	25382	1851
466	25434	1797
467	25485	1742
468	25539	1688
469	25592	1633
470	25642	1578
471	25694	1524
472	25747	1469
473	25803	1415
474	25853	1360
475	25905	1306
476	25956	1251
477	26006	1196
478	26064	1142
479	26126	1088
480	26190	1034
481	26240	979
482	26300	925
483	26354	871
484	26407	816
485	26459	762
486	26514	707
487	26566	653
488	26619	598
489	26671	544
490	26735	490
491	26790	435
492	26840	381
493	26895	326
494	26948	272
495	26998	217
496	27049	163
497	27103	108
498	27154	54
499	27206	0
